,Artist,Count
264,Tommy Richman,1
244,Megan Moroney,1
259,Teddy Swims,1
219,David Guetta,1
258,Bizarrap,1
246,Fuerza Regida,1
257,Young Nudy,1
256,Corey Kent,1
255,Natanael Cano,1
254,Kaliii,1
248,Doechii,1
236,070 Shake,1
235,RAYE,1
234,Aqua,1
233,FIFTY FIFTY,1
220,Bebe Rexha,1
221,PinkPantheress,1
275,Flo Milli,1
249,Oliver Anthony Music,1
274,Djo,1
224,Katelyn Brown,1
225,Miguel,1
272,Ty Dolla $ign,1
227,Eslabon Armado,1
271,Kanye West,1
270,¥$,1
231,Yng Lvcas,1
232,JVKE,1
268,Dasha,1
267,Tyla,1
192,CKay,1
146,P!nk,1
190,Jessica Darrow,1
90,Swae Lee,1
73,Sam Hunt,1
77,Carly Pearce,1
78,YNW Melly,1
80,50 Cent,1
82,Halsey,1
83,BENEE,1
84,Gus Dapperton,1
86,THE SCOTTS,1
87,Kid Cudi,1
88,Tyga,1
91,Khalid,1
116,JHAYCO,1
92,ATR Son Son,1
93,Miranda Lambert,1
95,Jhené Aiko,1
96,Surf Mesa,1
97,Emilee,1
99,H.E.R.,1
100,YG,1
101,NLE Choppa,1
107,Daniel Caesar,1
112,Masked Wolf,1
69,Maddie & Tae,1
68,StaySolidRocky,1
67,YoungBoy Never Broke Again,1
65,Surfaces,1
15,Tory Lanez,1
16,Lil Wayne,1
17,Tones And I,1
20,Arizona Zervas,1
22,Quavo,1
24,SAINt JHN,1
25,Imanbek,1
26,Trevor Daniel,1
31,Lil Mosey,1
35,Jawsh 685,1
36,Jason Derulo,1
43,Powfu,1
44,beabadoobee,1
45,Shawn Mendes,1
52,Black Eyed Peas,1
53,J Balvin,1
56,Gwen Stefani,1
57,SHAED,1
60,JP Saxe,1
61,Julia Michaels,1
62,42 Dugg,1
113,mgk,1
117,Saweetie,1
189,Joji,1
173,Carolina Gaitán,1
159,Chase Rice,1
164,Elton John,1
165,PNAU,1
166,Imagine Dragons,1
167,JID,1
168,Arcane,1
169,League of Legends,1
170,GAYLE,1
171,Chencho Corleone,1
172,Kate Bush,1
174,Mauro Castillo,1
119,6LACK,1
175,Adassa,1
176,Rhenzy Feliz,1
177,Diane Guerrero,1
178,Stephanie Beatriz,1
179,Encanto - Cast,1
181,Nicky Youre,1
182,hey daisy,1
183,Em Beihold,1
185,OneRepublic,1
188,Dove Cameron,1
158,BRS Kash,1
155,Ritt Momney,1
153,Blanco Brown,1
149,Carrie Underwood,1
120,Chance the Rapper,1
122,Pooh Shiesty,1
123,SpotemGottem,1
124,Kali Uchis,1
125,CJ,1
126,Internet Money,1
127,Don Toliver,1
128,NAV,1
131,AJR,1
132,Yung Bleu,1
135,Ryan Hurd,1
136,benny blanco,1
137,Måneskin,1
138,Chris Young,1
139,Nelly,1
141,Ava Max,1
142,Mooski,1
144,Thomas Rhett,1
145,Keith Urban,1
147,Duncan Laurence,1
148,Niko Moon,1
292,Tucker Wetmore,1
