,Artist,Count
85,Hi-Five,3
442,Wyclef Jean,2
511,Ms. Lauryn Hill,2
238,Haddaway,2
191,Das EFX,2
419,702,2
232,Inner Circle,2
420,Somethin' For The People,2
210,Tony! Toni! Toné!,2
192,Tag Team,2
427,Chumbawamba,2
441,Destiny's Child,2
473,INOJ,2
478,Kelly Price,2
193,Silk,2
209,Duran Duran,2
498,Ricky Martin,2
448,Silkk The Shocker,2
497,Sugar Ray,2
472,Divine,2
494,Britney Spears,2
453,Lord Tariq,2
454,Peter Gunz,2
413,Allure,2
204,Soul Asylum,2
325,Take That,2
411,Faith Hill,2
346,Alanis Morissette,2
360,Queen Pen,2
287,iNi Kamoze,2
288,Salaam Remi,2
352,No Mercy,2
295,L.V.,2
349,La Bouche,2
343,Donna Lewis,2
365,Merril Bainbridge,2
301,Blues Traveler,2
302,Shaggy,2
335,D'Angelo,2
307,Soul For Real,2
310,Jon B.,2
328,Junior M.A.F.I.A.,2
275,69 Boyz,2
270,Immature,2
245,Lisa Loeb,2
391,Puff Daddy,2
247,John Mellencamp,2
409,Paula Cole,2
326,Groove Theory,2
406,Robyn,2
403,Savage Garden,2
396,Hanson,2
389,Pearl Jam,2
267,The Cranberries,2
384,New Edition,2
380,MC Lyte,2
379,Athena Cage,2
372,Foxy Brown,2
265,Changing Faces,2
266,Crystal Waters,2
408,Sister Hazel,2
271,Bruce Springsteen,2
42,Vanilla Ice,2
84,Extreme,2
18,Aaron Neville,2
89,Stevie B,2
54,Tesla,2
93,Jesus Jones,2
94,Marky Mark And The Funky Bunch,2
96,Karyn White,2
31,Poison,2
97,Tara Kemp,2
51,Tom Petty and the Heartbreakers,2
98,Ralph Tresvant,2
15,Maxi Priest,2
43,Milli Vanilli,2
32,New Kids On The Block,2
102,R.E.M.,2
103,Lenny Kravitz,2
106,DJ Jazzy Jeff & The Fresh Prince,2
150,Mr. Big,2
149,Shanice,2
37,The B-52's,2
56,Go West,2
147,Red Hot Chili Peppers,2
120,Heavy D & The Boyz,2
26,Nelson,2
183,Ugly Kid Joe,2
61,Cher,2
62,DINO,2
121,Aaron Hall,2
63,Black Box,2
181,Peabo Bryson,2
116,The KLF,2
68,The Cover Girls,2
117,Enigma,2
180,The Heights,2
30,Linear,1
24,Sweet Sensation,1
426,White Town,1
34,James Ingram,1
423,Journey,1
424,Timbaland & Magoo,1
428,Heavy D,1
36,Tommy Page,1
22,Glenn Medeiros,1
447,Uncle Sam,1
445,Jennifer Paige,1
429,Scarface,1
446,Public Announcement,1
430,Johnny P,1
29,Seduction,1
431,Luscious Jackson,1
432,Erykah Badu,1
444,Puff Daddy & The Family,1
434,Mr. President,1
435,Aqua,1
436,DJ Kool,1
437,The Blackout Allstars,1
421,Barbra Streisand,1
439,Ray J,1
28,Jane Child,1
438,Bobby D'Ambrosio,1
186,Kathy Troccoli,1
38,Jody Watley,1
386,Do Or Die,1
57,Chicago,1
58,Skid Row,1
60,Faith No More,1
392,Mark Morrison,1
388,Crucial Conflict,1
387,Metallica,1
385,Ghost Town DJs,1
398,Meredith Brooks,1
65,Paul Young,1
383,Planet Soul,1
382,Amber,1
66,D Mob,1
70,KISS,1
71,The Time,1
55,Bad English,1
400,Duncan Sheik,1
39,Soul II Soul,1
410,Shawn Colvin,1
417,"Lisa ""Left Eye"" Lopes",1
416,Angie Martinez,1
40,Caron Wheeler,1
451,New York Philharmonic,1
412,Gina G,1
45,Michel'le,1
48,Lou Gramm,1
401,Peter Cetera,1
50,Digital Underground,1
407,Freak Nasty,1
52,Pebbles,1
404,Rome,1
53,Depeche Mode,1
402,The Verve Pipe,1
450,Marcy Playground,1
19,Lisa Stansfield,1
452,LSG,1
21,Johnny Gill,1
518,JT Money,1
517,Tal Bachman,1
516,Blaque,1
515,Matchbox Twenty,1
514,Shawn Mullins,1
513,Tyrese,1
512,Lou Bega,1
2,Sinéad O'Connor,1
510,Ja Rule,1
509,Amil,1
508,LFO,1
507,Kool Moe Dee,1
506,Everlast,1
505,Enrique Iglesias,1
504,Maxwell,1
503,Eagle-Eye Cherry,1
502,Rob Thomas,1
501,Santana,1
500,Smash Mouth,1
519,Bryan White,1
520,Jesse Powell,1
521,Gerald Albright,1
532,Kenny Chesney,1
540,George Strait,1
539,Citizen King,1
538,Jo Dee Messina,1
537,Joey McIntyre,1
536,Blinky Blink,1
535,Fastball,1
534,Mo Thugs,1
533,Lonestar,1
531,Marc Anthony,1
522,Jordan Knight,1
530,LEN,1
529,Mannie Fresh,1
528,Lil Wayne,1
527,JUVENILE,1
526,Chanté Moore,1
525,Mark Chesnutt,1
524,"Kevin ""K.D."" Davis",1
523,Eric Benét,1
499,Jennifer Lopez,1
8,Billy Idol,1
9,Jon Bon Jovi,1
463,Voices of Theory,1
17,Linda Ronstadt,1
471,Tatyana Ali,1
470,K.P. & Envyi,1
469,Barenaked Ladies,1
468,Sisqo,1
466,Chill,1
465,Sylk E Fyne,1
464,Billie Myers,1
462,All Saints,1
474,Jimmy Ray,1
461,mocha,1
460,Nicole,1
459,Fiend,1
458,Mia X,1
457,Cutfather & Joe,1
456,Five,1
376,Bodeans,1
20,Calloway,1
16,Alannah Myles,1
475,Sons Of Funk,1
496,Christina Aguilera,1
487,No Good But So Good,1
495,Sixpence None The Richer,1
14,Heart,1
493,TQ,1
492,Gerald Levert,1
491,Aretha Franklin,1
490,Jermaine Dupri,1
489,Steve McDonald,1
488,Nu Flavor,1
486,Luke,1
476,Pras,1
485,Big Pun,1
484,Loreena McKennitt,1
483,The Verve,1
482,DMX,1
481,The LOX,1
480,Monifah,1
479,Edwin McCain,1
477,Ol' Dirty Bastard,1
377,No Doubt,1
77,Kyper,1
375,Artie Kane,1
136,Chesney Hawkes,1
138,Warrant,1
139,Winger,1
141,The Temptations,1
252,Nate Dogg,1
142,Sir Mix-A-Lot,1
250,Big Mountain,1
248,Meshell Ndegeocello,1
151,Right Said Fred,1
153,Billy Ray Cyrus,1
154,Trey Lorenz,1
242,Green Jelly,1
241,Joey Lawrence,1
240,Tears For Fears,1
239,Super Cat,1
155,Guns N' Roses,1
237,Digable Planets,1
236,Captain Hollywood Project,1
256,Crash Test Dummies,1
258,DRS,1
234,Restless Heart,1
259,10,1
276,Jimmy Cliff,1
126,Michael W. Smith,1
127,Chris Isaak,1
273,O.G.L.B.,1
272,Domino,1
128,Oleta Adams,1
130,Queensrÿche,1
269,Daz Dillinger,1
268,Beck,1
131,Will To Power,1
132,Gerardo,1
133,INXS,1
134,Deee-Lite,1
263,Gerard Presencer,1
262,Rahsaan,1
261,Us3,1
260,000 Maniacs,1
156,Tom Cochrane,1
233,Boy Krazy,1
374,Danny Elfman,1
212,Onyx,1
173,Saja,1
174,K.W.S.,1
208,Spin Doctors,1
207,The Proclaimers,1
206,Paperboy,1
205,Exposé,1
175,Mint Condition,1
203,Vanessa Williams And Brian McKnight,1
202,Regina Belle,1
201,Robin S,1
200,Duice,1
199,H-Town,1
176,Toad The Wet Sprocket,1
197,Snow,1
196,Wreckx-N-Effect,1
182,The Cure,1
185,N2DEEP,1
172,Shakespears Sister,1
213,Tina Turner,1
158,Patty Smyth,1
214,95 South,1
231,Jeremy Jordan,1
230,Cypress Hill,1
159,Don Henley,1
228,Positive K,1
227,Portrait,1
160,House Of Pain,1
225,Money B,1
224,Shock G,1
162,Atlantic Starr,1
163,Joe Public,1
165,Nirvana,1
220,Jewell,1
219,RBX,1
167,Ya Kid K,1
168,Queen,1
216,4 Non Blondes,1
170,Steve Hodge,1
277,Erasure,1
278,GABRIELLE,1
279,Culture Beat,1
353,Dishwalla,1
91,Bette Midler,1
348,Terri & Monica,1
95,Loleatta Holloway,1
345,Everything But The Girl,1
344,Quad City DJ's,1
342,Tracy Chapman,1
341,The Tony Rich Project,1
339,Van Halen,1
338,Pretenders,1
337,Rednex,1
99,Londonbeat,1
334,Better Than Ezra,1
333,AZ,1
100,Natural Selection,1
331,Annie Lennox,1
330,20 Fingers,1
329,Gillette,1
90,Damn Yankees,1
354,Joan Osborne,1
280,Joshua Kadison,1
86,Surface,1
373,Robert Miles,1
72,Biz Markie,1
73,Mötley Crüe,1
370,Outkast,1
74,Jive Bunny and the Mastermixers,1
368,Oasis,1
76,Mellow Man Ace,1
366,"David ""Frazeman"" Frazer",1
190,Charles & Eddie,1
82,Timmy T,1
363,CeCe Winans,1
362,The Smashing Pumpkins,1
361,3T,1
83,EMF,1
359,Deep Blue Something,1
358,Ernie Isley,1
357,Ronald Isley,1
101,Niki Harris,1
104,Zelma Davis,1
324,Tom Petty,1
322,Skee-Lo,1
115,Corina,1
300,Adina Howard,1
299,Dionne Farris,1
298,Wino,1
119,The Escape Club,1
293,George Clinton,1
292,General Public,1
291,Ahmad Lewis,1
290,Frankie Valli & The Four Seasons,1
122,Styx,1
123,Rick Astley,1
286,Queen Latifah,1
285,Craig Mack,1
284,Wales,1
283,Steve Jervier,1
282,P Jervier,1
281,Eternal,1
113,Another Bad Creation,1
303,Nicki French,1
304,Des'ree,1
314,MoKenStef,1
321,Del Amitri,1
320,Corona,1
319,Jamie Walters,1
318,4 P.M.,1
107,Scorpions,1
316,Diana King,1
315,Method Man,1
313,Luniz,1
112,DNA,1
312,Martin Page,1
311,Brownstone,1
109,Tracie Spencer,1
309,David Kershenbaum,1
308,Blessid Union Of Souls,1
110,Divinyls,1
111,Suzanne Vega,1
541,Alabama,1
