,Artist,Count
414,Kane Brown,4
252,Tove Lo,4
444,Dan + Shay,4
196,Daft Punk,4
307,Nick Jonas,3
299,Fifth Harmony,3
314,X Ambassadors,3
198,Avicii,3
257,YG,3
303,Bebe Rexha,3
262,Rich Homie Quan,3
265,ScHoolboy Q,3
165,Hunter Hayes,3
36,Far East Movement,3
466,Billie Eilish,3
21,Mike Posner,3
163,Phillip Phillips,3
35,Nelly,3
244,Bastille,3
293,MØ,3
292,Major Lazer,3
442,6ix9ine,3
37,The Cataracs,3
30,The Script,3
43,Jay Sean,3
213,Fall Out Boy,3
435,Normani,3
368,Logic,3
214,A$AP Rocky,3
81,Miranda Lambert,3
2,Train,3
83,Paramore,3
84,Sara Bareilles,3
4,Snoop Dogg,3
12,Taio Cruz,3
72,Selena Gomez & The Scene,3
197,Lorde,3
384,Daddy Yankee,3
382,Grey,3
206,Charli xcx,3
109,Gym Class Heroes,3
180,Lee Brice,3
110,Adam Levine,3
421,A Boogie Wit da Hoodie,3
351,G-Eazy,3
434,Dua Lipa,3
433,Ella Mai,3
338,Nicky Jam,3
239,John Legend,3
468,Panic! At The Disco,3
54,Sean Paul,3
432,Juice WRLD,3
58,Neon Trees,3
186,T.I.,3
355,Lil Yachty,3
356,Bryson Tiller,3
472,DaBaby,3
345,Daya,3
211,Majid Jordan,2
227,Tim McGraw,2
236,Passenger,2
228,Keith Urban,2
364,Kevin Gates,2
255,Clean Bandit,2
381,Hailee Steinfeld,2
464,Lil Nas X,2
459,Ozuna,2
453,benny blanco,2
467,Jonas Brothers,2
436,Bazzi,2
413,Funk Wav,2
407,Brett Young,2
405,Willy William,2
402,Portugal. The Man,2
401,Anne-Marie,2
394,Childish Gambino,2
389,Chance the Rapper,2
386,Lil Uzi Vert,2
370,Tory Lanez,2
258,Kid Ink,2
369,Yo Gotti,2
357,gnash,2
354,DRAM,2
352,ZAYN,2
348,Seeb,2
343,Desiigner,2
324,O.T. Genasis,2
496,Megan Thee Stallion,2
321,Elle King,2
316,Meek Mill,2
298,Remy Boyz,2
296,Diplo,2
287,Silentó,2
378,French Montana,2
250,Disclosure,2
137,Zac Brown Band,2
171,Little Big Town,2
93,AFROJACK,2
39,Timbaland,2
172,The Lumineers,2
92,GoonRock,2
91,Lauren Bennett,2
82,The Band Perry,2
162,PSY,2
50,Jeezy,2
52,3OH!3,2
55,Lil Jon,2
126,Christina Perri,2
112,Skylar Grey,2
31,Owl City,2
150,Carly Rae Jepsen,2
113,T-Pain,2
135,Eli Young Band,2
136,Jake Owen,2
8,Hayley Williams,2
118,Wale,2
61,New Boyz,2
185,Robin Thicke,2
77,Plies,1
399,Liam Payne,1
400,mgk,1
398,Niall Horan,1
80,Sean Kingston,1
78,Kings of Leon,1
205,Icona Pop,1
76,Sugarland,1
75,Birdman,1
74,Kevin Rudolf,1
408,Aminé,1
409,Ayo & Teo,1
411,Zayion McCall,1
412,Frank Ocean,1
70,BOYS LIKE GIRLS,1
68,Shontelle,1
415,Lauren Alaina,1
416,Skip Marley,1
417,Jon Bellion,1
66,Kevin McCall,1
419,Playboi Carti,1
62,Ray J,1
410,Zay Hilfigerrr,1
85,Daughtry,1
397,Julia Michaels,1
108,Bad Meets Evil,1
104,50 Cent,1
374,The Throne,1
373,Bipolar Sunshine,1
372,Ruth B.,1
105,Lupe Fiasco,1
107,Hot Chelle Rae,1
111,Diddy - Dirty Money,1
396,KYLE,1
366,kai,1
365,Flume,1
363,Kiiara,1
362,Kent Jones,1
361,MNEK,1
360,Zara Larsson,1
376,Fat Joe,1
377,Remy Ma,1
102,Busta Rhymes,1
379,InfaRed,1
380,Young Dolph,1
100,DJ Frank E,1
99,Foster The People,1
383,Luis Fonsi,1
98,Jennifer Lopez,1
96,CeeLo Green,1
95,Nayer,1
388,James Arthur,1
88,Jerrod Niemann,1
87,Cali Swag District,1
86,Uncle Kracker,1
423,Marian Hill,1
395,Kygo,1
422,Harry Styles,1
428,blackbear,1
424,Cheat Codes,1
473,Gunna,1
479,Blueface,1
478,Lil Tjay,1
477,Polo G,1
476,Brendon Urie,1
475,Lil Tecca,1
474,Lewis Capaldi,1
17,Young Money,1
481,Morgan Wallen,1
471,Ava Max,1
470,Bradley Cooper,1
469,Lizzo,1
18,Lloyd,1
22,Gigamesh,1
26,Travie McCoy,1
480,Sheck Wes,1
482,Dean Lewis,1
425,Dustin Lynch,1
491,Flipp Dinero,1
498,Chase Rice,1
497,NLE Choppa,1
495,Quality Control,1
494,YK Osiris,1
493,Saweetie,1
492,Pinkfong,1
490,SHAED,1
483,Mustard,1
489,City Girls,1
488,YNW Melly,1
487,Snow,1
486,Lauren Daigle,1
485,Calboy,1
484,Blanco Brown,1
465,Billy Ray Cyrus,1
27,Iyaz,1
463,Slim Jxmmi,1
49,Kris Allen,1
443,Murda Beatz,1
441,NF,1
41,Michael Bublé,1
45,La Roux,1
47,Adam Lambert,1
437,BlocBoy JB,1
51,Mr Hudson,1
462,YoungBoy Never Broke Again,1
431,Maren Morris,1
57,Orianthi,1
60,Rivers Cuomo,1
358,Olivia O'Brien,1
427,PnB Rock,1
426,YFN Lucci,1
33,Fabolous,1
445,Lauv,1
446,Metro Boomin,1
447,Lil Pump,1
448,Zacari,1
449,Lil Dicky,1
450,Rich The Kid,1
451,MAX,1
452,A$AP Ferg,1
454,Jay Rock,1
455,James Blake,1
456,Nio Garcia,1
457,Casper Magico,1
458,Darell,1
29,Akon,1
460,N.E.R.D,1
461,Chris Stapleton,1
359,James Bay,1
120,Cobra Starship,1
114,Cory Gunz,1
251,American Authors,1
259,Aloe Blacc,1
168,Karmin,1
169,Gavin DeGraw,1
256,Jess Glynne,1
254,Gente De Zona,1
253,Descemer Bueno,1
174,Kirko Bangz,1
261,Bobby Shmurda,1
249,Rita Ora,1
248,Idina Menzel,1
247,A Great Big World,1
175,Toby Keith,1
245,Nico & Vinz,1
176,Lily Allen,1
260,MKTO,1
167,Eric Church,1
179,Ca$h Out,1
164,Neon Hitch,1
160,Alex Clare,1
277,Shakira,1
276,Naughty Boy,1
275,Dierks Bentley,1
274,Michael Jackson,1
272,The Neighbourhood,1
270,Rich Gang,1
263,Echosmith,1
269,Martin Garrix,1
268,Rixton,1
267,Becky G,1
266,Brantley Gilbert,1
166,Cher Lloyd,1
264,Tinashe,1
177,Havana Brown,1
241,MAGIC!,1
116,Waka Flocka Flame,1
194,Thomas Bangalter,1
220,Mumford & Sons,1
219,Cedric Gervais,1
218,Lana Del Rey,1
217,Florence Welch,1
216,Mary Lambert,1
193,Nile Rodgers,1
195,Guy-Manuel de Homem-Christo,1
222,Tiara Thomas,1
199,Anna Kendrick,1
201,Foxes,1
202,AWOLNATION,1
209,Mac Miller,1
203,Swedish House Mafia,1
207,Capital Cities,1
221,Darius Rucker,1
223,Pistol Annies,1
181,Kip Moore,1
232,Rocko,1
182,Linkin Park,1
184,Wanz,1
237,Randy Houser,1
235,Ace Hood,1
188,Baauer,1
233,Emeli Sandé,1
231,Ciara,1
224,Of Monsters and Men,1
230,Olly Murs,1
229,Mariah Carey,1
189,Ray Dalton,1
190,Nate Ruess,1
192,Mikky Ekko,1
225,Ylvis,1
279,KONGOS,1
280,Mike WiLL Made-It,1
281,Hollis,1
329,Grandmaster Melle Mel,1
130,Tinie Tempah,1
334,Ella Henderson,1
333,George Ezra,1
332,Eric Nally,1
331,Kool Moe Dee,1
330,Grandmaster Caz,1
328,Ryan Lewis,1
337,Robin Schulz,1
327,Macklemore,1
326,iLoveMemphis,1
325,ILOVEMAKONNEN,1
131,Eric Turner,1
323,Jennifer Lawrence,1
322,James Newton Howard,1
336,Mr. Probz,1
129,Avril Lavigne,1
282,BJ The Chicago Kid,1
123,Kelly Rowland,1
117,Roscoe Dash,1
353,ROZES,1
204,John Martin,1
121,Sabi,1
350,DNCE,1
122,Dr. Dre,1
347,Lukas Graham,1
339,Disciples,1
124,Edward Maya,1
125,Vika Jigulina,1
127,Ryan Tedder,1
128,Ruff Loaderz,1
341,Kyla,1
340,Wizkid,1
134,Keri Hilson,1
320,Roman GianArthur,1
319,Jidenna,1
290,Felix Jaehn,1
297,Rachel Platten,1
148,Gotye,1
295,Skrillex,1
294,Jack Ü,1
149,Kimbra,1
291,Hozier,1
289,OMI,1
318,Vance Joy,1
152,Janelle Monáe,1
154,The Wanted,1
286,WALK THE MOON,1
157,Jason Mraz,1
158,Pusha T,1
283,Mark Ronson,1
146,Grace Potter,1
144,Thompson Square,1
300,Omarion,1
301,Jhené Aiko,1
302,Andy Grammer,1
141,Rodney Atkins,1
304,Sage The Gemini,1
305,Lookas,1
140,Brad Paisley,1
138,Jimmy Buffett,1
308,R. City,1
309,Natalie La Rose,1
310,Paul McCartney,1
311,Monty,1
312,E-40,1
313,T-Wayne,1
315,AlunaGeorge,1
499,Social House,1
