,Genre,Main Genre
1984,r&b argentino,R&B
1985,indonesian r&b,R&B
1986,r&b brasileiro,R&B
1987,early reggae,R&B
1988,old school dancehall,R&B
1989,deep smooth r&b,R&B
1990,kenyan r&b,R&B
1991,street band,R&B
1992,psychedelic soul,R&B
1993,brit funk,R&B
1994,minneapolis sound,R&B
1995,traditional funk,R&B
1996,post-disco soul,R&B
1997,funky breaks,R&B
1998,praise,R&B
1999,language,R&B
2000,japanese soul,R&B
2001,vintage reggae,R&B
2002,afro r&b,R&B
2003,Latin,Latin
2004,latin,Latin
2005,reggaeton,Latin
2006,corrido,Latin
2007,banda,Latin
2008,corridos belicos,Latin
2009,corridos tumbados,Latin
2010,musica mexicana,Latin
2011,norteno,Latin
2012,sertanejo,Latin
2013,trap latino,Latin
2014,grupera,Latin
2015,rock en espanol,Latin
2016,urbano latino,Latin
2017,sierreno,Latin
2018,sad sierreno,Latin
2019,electro corridos,Latin
2020,mpb,Latin
2021,cumbia,Latin
2022,salsa,Latin
2023,ranchera,Latin
2024,cumbia norteña,Latin
2025,samba,Latin
2026,latin alternative,Latin
2027,merengue,Latin
2028,cuarteto,Latin
2029,seresta,Latin
2030,salsa romantica,Latin
2031,pagode,Latin
2032,cumbia sonidera,Latin
2033,bolero,Latin
2034,nova mpb,Latin
2035,rkt,Latin
2036,latin indie,Latin
2037,funk consciente,Latin
2038,dembow,Latin
2039,reggaeton chileno,Latin
2040,turreo,Latin
2041,mariachi,Latin
2042,flamenco,Latin
2043,chilean mambo,Latin
2044,tejano,Latin
2045,lagu jawa,Latin
2046,mambo,Latin
2047,norteno-sax,Latin
2048,guaracha,Latin
2049,bachata,Latin
2050,mexican indie,Latin
2051,vietnamese lo-fi,Latin
2052,chicha,Latin
2053,flamenco urbano,Latin
2054,huayno,Latin
2055,latin folk,Latin
2056,zouk,Latin
2057,trova,Latin
2058,lagu timur,Latin
2059,música tropical,Latin
2060,duranguense,Latin
2061,kizomba,Latin
2062,vallenato,Latin
2063,reggaeton mexa,Latin
2064,urbano espanol,Latin
2065,son cubano,Latin
2066,popular colombian music,Latin
2067,urbano mexicano,Latin
2068,rock urbano,Latin
2069,pagode baiano,Latin
2070,timba,Latin
2071,folklore argentino,Latin
2072,nueva trova,Latin
2073,cancion infantil mexicana,Latin
2074,champeta,Latin
2075,musica para ninos,Latin
2076,kuduro,Latin
2077,rap espanol,Latin
2078,pop romantico,Latin
2079,forro tradicional,Latin
2080,mexican rock-and-roll,Latin
2081,mexican ska,Latin
2082,rhumba,Latin
2083,musica infantil,Latin
2084,fado,Latin
2085,lo-fi cover,Latin
2086,tango,Latin
2087,vietnamese bolero,Latin
2088,deep latin christian,Latin
2089,latin afrobeat,Latin
2090,spanish language reggae,Latin
2091,pop venezolano,Latin
2092,pop peruano,Latin
2093,gaita zuliana,Latin
2094,pop argentino,Latin
2095,rock catala,Latin
2096,spanish new wave,Latin
2097,latin talent show,Latin
2098,rap romantico,Latin
2099,folklore chileno,Latin
2100,rap maromba,Latin
2101,rap canario,Latin
2102,trap venezolano,Latin
2103,hinos ccb,Latin
2104,reggaeton flow,Latin
2105,musica triste brasileira,Latin
2106,electro latino,Latin
2107,pop chileno,Latin
2108,cueca chilena,Latin
2109,latin worship,Latin
2110,pop reggaeton,Latin
2111,rap politico,Latin
2112,rap underground espanol,Latin
2113,reggae catala,Latin
2114,musica llanera,Latin
2115,musica catalana,Latin
2116,boom bap espanol,Latin
2117,indie catala,Latin
2118,musica para criancas,Latin
2119,reparto,Latin
2120,rap montrealais,Latin
2121,pop costarricense,Latin
2122,trap peruano,Latin
2123,pop urbano,Latin
2124,villancicos,Latin
2125,russian punk,Latin
2126,spanish invasion,Latin
2127,cantautor catala,Latin
2128,argentine indie,Latin
2129,cubaton,Latin
2130,punk euskera,Latin
2131,cornetas y tambores,Latin
2132,trap triste,Latin
2133,latin dance,Latin
2134,chilena,Latin
2135,trap mexicano,Latin
2136,euskal musica,Latin
2137,regional mexicano femenil,Latin
2138,tipico,Latin
2139,rock uruguayo,Latin
2140,makina,Latin
2141,trap catala,Latin
2142,electro bailando,Latin
2143,raspe,Latin
2144,punk urbano,Latin
2145,rap catala,Latin
2146,musica costena,Latin
2147,rap underground argentino,Latin
2148,trap colombiano,Latin
2149,murcia indie,Latin
2150,rap lyonnais,Latin
2151,folklore boliviano,Latin
2152,trio huasteco,Latin
2153,rap antillais,Latin
2154,canto popular uruguayo,Latin
2155,musica mallorquina,Latin
2156,musica popular uruguaya,Latin
2157,capoeira,Latin
2158,new mexico music,Latin
2159,rock alternativo espanol,Latin
2160,portuguese indie,Latin
2161,chilean indie,Latin
2162,musica andina,Latin
2163,pop paraguayo,Latin
2164,carnaval cadiz,Latin
2165,euskal indie,Latin
2166,rap underground colombiano,Latin
2167,pasodobles,Latin
2168,haitian gospel,Latin
2169,musica tropical guatemalteca,Latin
2170,rap tico,Latin
2171,rap uruguayo,Latin
2172,musica oaxaquena,Latin
2173,latin funk,Latin
2174,punto guajiro,Latin
2175,indie valenciana,Latin
2176,musica costarricense,Latin
2177,tecnobanda,Latin
2178,colombian indie,Latin
2179,monterrey indie,Latin
2180,mexican pop punk,Latin
2181,chamame,Latin
2182,musica andina colombiana,Latin
2183,rock gaucho,Latin
2184,kompa,Latin
2185,adoracion pentecostal,Latin
2186,choro,Latin
2187,musica aragonesa,Latin
2188,peruvian punk,Latin
2189,euskal reggae,Latin
2190,talentos brasileiros,Latin
2191,banda carnavalera,Latin
2192,pop catracho,Latin
2193,murga,Latin
2194,musica purepecha,Latin
2195,adoracion,Latin
2196,uruguayan indie,Latin
2197,new comedy,Latin
2198,dominican indie,Latin
2199,jumptek,Latin
2200,reggae en espanol,Latin
2201,musica popular amazonense,Latin
2202,new tejano,Latin
2203,cantautora argentina,Latin
2204,galego,Latin
2205,punk rock italiano,Latin
2206,jazz mexicano,Latin
2207,tuna universitaria,Latin
2208,electronica chilena,Latin
2209,rock chapin,Latin
2210,musica capixaba,Latin
2211,muzica populara,Latin
2212,latincore,Latin
2213,punk chileno,Latin
2214,rock tico,Latin
2215,argentine punk,Latin
2216,indie tico,Latin
2217,musica popular paraense,Latin
2218,indie platense,Latin
2219,indie queretano,Latin
2220,musica cearense,Latin
2221,rap feminino chileno,Latin
2222,psicodelia brasileira,Latin
2223,cumbia lagunera,Latin
2224,bomba,Latin
2225,urbano chileno,Latin
2226,caracas indie,Latin
2227,sanfona,Latin
2228,indie salvadoreno,Latin
2229,indie sudcaliforniano,Latin
2230,indie rock colombiano,Latin
2231,indie rock mexicano,Latin
2232,indie hidalguense,Latin
2233,indie poblano,Latin
2234,indie hidrocalido,Latin
2235,corridos cristianos,Latin
2236,indie tabasqueno,Latin
2237,reggaeton mexicano,Latin
2238,indie extremena,Latin
2239,salsa colombiana,Latin
2240,indie triste,Latin
2241,son jarocho,Latin
2242,indie trujillano,Latin
2243,bandolim,Latin
2244,indie tucumano,Latin
2245,indie nordeste argentino,Latin
2246,indie cordoba,Latin
2247,cumbia peruana,Latin
2248,italian ska,Latin
2249,cumbia colombiana regia,Latin
2250,jazz caraibes,Latin
2251,cuban rumba,Latin
2252,jazz chileno,Latin
2253,reggae peruano,Latin
2254,jazz colombiano,Latin
2255,rock andaluz,Latin
2256,jazz cover,Latin
2257,rosario indie,Latin
2258,jazz cubano,Latin
2259,salsa venezolana,Latin
2260,jazz dominicano,Latin
2261,sinaloa indie,Latin
2262,indie caribe colombiano,Latin
2263,spanish reggae,Latin
2264,jazz tico,Latin
2265,trap brasileiro,Latin
2266,joropo,Latin
2267,tropicalia,Latin
2268,jota aragonesa,Latin
2269,velha guarda,Latin
2270,jovem guarda,Latin
2271,post-punk argentina,Latin
2272,indie cantabria,Latin
2273,puglia indie,Latin
2274,junior eurovision,Latin
2275,cumbia paraguaya,Latin
2276,indie canario,Latin
2277,rap alagoano,Latin
2278,kizomba antigas,Latin
2279,rap dominicano,Latin
2280,kizomba cabo-verdiana,Latin
2281,cumbia amazonica,Latin
2282,indie campechano,Latin
2283,cuban alternative,Latin
2284,kompa chretien,Latin
2285,concepcion indie,Latin
2286,kompa gouyad,Latin
2287,choro contemporaneo,Latin
2288,indie boliviano,Latin
2289,rio grande do sul indie,Latin
2290,indie arequipeno,Latin
2291,rock cristiano,Latin
2292,huayno popular,Latin
2293,cantautora mexicana,Latin
2294,huayno peruano,Latin
2295,cancion melodica,Latin
2296,huapango,Latin
2297,salsa peruana,Latin
2298,latin christian,Latin
2299,samba paulista,Latin
2300,haur kantak,Latin
2301,sevillanas,Latin
2302,hardcore punk espanol,Latin
2303,ska espanol,Latin
2304,hard rock mexicano,Latin
2305,bossa nova cover,Latin
2306,hard rock brasileiro,Latin
2307,tamaulipas indie,Latin
2308,latin shoegaze,Latin
2309,bolero cubano,Latin
2310,hard chime,Latin
2311,trap dominicano,Latin
2312,haitian dance,Latin
2313,banda de bronces,Latin
2314,gwoka,Latin
2315,tunantada,Latin
2316,latino comedy,Latin
2317,anime latino,Latin
2318,latinx alternative,Latin
2319,afrobeat brasileiro,Latin
2320,leon gto indie,Latin
2321,porro,Latin
2322,guitarra portuguesa,Latin
2323,post-punk mexicano,Latin
2324,guitarra mexicana,Latin
2325,psicodelia mexicana,Latin
2326,guitarra argentina,Latin
2327,cumbia ranchera,Latin
2328,mambo chileno,Latin
2329,punk melodico chileno,Latin
2330,manguebeat,Latin
2331,punk ska,Latin
2332,manso indie,Latin
2333,r&b francais,Latin
2334,guitarra andina,Latin
2335,rap baixada fluminense,Latin
2336,mariachi cristiano,Latin
2337,rap chileno,Latin
2338,math rock latinoamericano,Latin
2339,cumbia boliviana,Latin
2340,guatemalan indie,Latin
2341,rap latina,Latin
2342,merengue tipico,Latin
2343,rap nacional antigo,Latin
2344,merida indie,Latin
2345,cuban funk,Latin
2346,mestissatge,Latin
2347,cuatro venezolano,Latin
2348,mexican hardcore,Latin
2349,copla,Latin
2350,guadalajara indie,Latin
2351,combos nacionales,Latin
2352,grupero romantico,Latin
2353,reggae uruguayo,Latin
2354,gruperas inmortales,Latin
2355,chilean hardcore,Latin
2356,grunge brasileiro,Latin
2357,charanga,Latin
2358,mexican son,Latin
2359,rock alagoano,Latin
2360,modern salsa,Latin
2361,rock catracho,Latin
2362,grunge argentina,Latin
2363,rock en asturiano,Latin
2364,morelos indie,Latin
2365,cante flamenco,Latin
2366,groove gospel,Latin
2367,roda de samba,Latin
2368,mpb gospel,Latin
2369,rumba catalana,Latin
2370,granada indie,Latin
2371,canadian latin,Latin
2372,gogeo,Latin
2373,salsa cubana,Latin
2374,musica aguascalentense,Latin
2375,bullerengue,Latin
2376,musica alagoana,Latin
2377,samba de roda,Latin
2378,musica amapaense,Latin
2379,samba-enredo,Latin
2380,german drill,Latin
2381,brazilian indie,Latin
2382,musica andina chilena,Latin
2383,shoegaze chileno,Latin
2384,garage rock mexicano,Latin
2385,ska catala,Latin
2386,galician indie,Latin
2387,brazilian experimental,Latin
2388,musica ayacuchana,Latin
2389,brazilian boogie,Latin
2390,musica baiana,Latin
2391,spanish prog,Latin
2392,musica campechana,Latin
2393,synthwave brasileiro,Latin
2394,musica canaria,Latin
2395,bomba y plena,Latin
2396,gaita colombiana,Latin
2397,tex-mex,Latin
2398,funk mexicano,Latin
2399,trap argentino,Latin
2400,musica catarinense,Latin
2401,trap chileno,Latin
2402,frevo,Latin
2403,bases de freestyle,Latin
2404,french reggae,Latin
2405,banda jalisciense,Latin
2406,musica coahuilense,Latin
2407,tropical,Latin
2408,forro instrumental,Latin
2409,tuna,Latin
2410,folklore veracruzano,Latin
2411,twoubadou,Latin
2412,musica cristiana guatemalteca,Latin
2413,argentine reggae,Latin
2414,musica de intervencao,Latin
2415,vallenato moderno,Latin
2416,musica evangelica instrumental,Latin
2417,veracruz indie,Latin
2418,musica hondurena,Latin
2419,vintage tango,Latin
2420,musica indigena latinoamericana,Latin
2421,cumbia santafesina,Latin
2422,folklore venezolano,Latin
2423,cumbia salvadorena,Latin
2424,musica istmena,Latin
2425,post-punk colombiano,Latin
2426,musica jalisciense,Latin
2427,post-rock latinoamericano,Latin
2428,musica jibara,Latin
2429,psicodelia chilena,Latin
2430,musica juiz-forana,Latin
2431,puerto rican indie,Latin
2432,folklore uruguayo,Latin
2433,punk catala,Latin
2434,musica londrinense,Latin
2435,punk colombiano,Latin
2436,folklore peruano,Latin
2437,punk galego,Latin
2438,musica mapuche,Latin
2439,punk mexicano,Latin
2440,musica maranhense,Latin
2441,punk rock mexicano,Latin
2442,musica menorquina,Latin
2443,punk tico,Latin
2444,folklore nuevo argentino,Latin
2445,cumbia funk,Latin
2446,musica michoacana,Latin
2447,cumbia ecuatoriana,Latin
2448,musica neoleonesa,Latin
2449,cumbia del sureste,Latin
2450,musica nicaraguense,Latin
2451,rap boricua,Latin
2452,musica nublensina,Latin
2453,cumbia chilena,Latin
2454,folklore ecuatoriano,Latin
2455,rap conciencia,Latin
2456,folklore cuyano,Latin
2457,rap ecuatoriano,Latin
2458,folk cantabria,Latin
2459,rap euskera,Latin
2460,musica paraibana,Latin
2461,rap galego,Latin
2462,musica piauiense,Latin
2463,cumbia andina mexicana,Latin
2464,folclore tucumano,Latin
2465,cuento infantile,Latin
2466,musica popular colombiana,Latin
2467,rap paraguayo,Latin
2468,musica popular mineira,Latin
2469,rap regio,Latin
2470,folclore santiagueno,Latin
2471,rap salvadoreno,Latin
2472,folclore navarra,Latin
2473,rap tunisien,Latin
2474,musica potiguar,Latin
2475,coverchill,Latin
2476,musica potosina,Latin
2477,rap underground mexicano,Latin
2478,musica puntana,Latin
2479,rasin,Latin
2480,folclore jujeno,Latin
2481,comedia,Latin
2482,musica quintanarroense,Latin
2483,reggae mexicano,Latin
2484,musica rapa nui,Latin
2485,reggae tico,Latin
2486,musica sergipana,Latin
2487,colombian hardcore,Latin
2488,musica sinfonica,Latin
2489,reggaeton colombiano,Latin
2490,musica sonorense,Latin
2491,chihuahua indie,Latin
2492,musica tabasquena,Latin
2493,charango,Latin
2494,musica tamaulipeca,Latin
2495,chant basque,Latin
2496,musica tlaxcalteca,Latin
2497,chanson paillarde,Latin
2498,musica tradicional cubana,Latin
2499,cha-cha-cha,Latin
2500,musica tradicional dominicana,Latin
2501,cha cha cha,Latin
2502,folclore extremeno,Latin
2503,cdmx indie,Latin
2504,folclore castilla y leon,Latin
2505,rock dominicano,Latin
2506,folclor colombiano,Latin
2507,carimbo,Latin
2508,musica yucateca,Latin
2509,canzone genovese,Latin
2510,musique guadeloupe,Latin
2511,rock urbano mexicano,Latin
2512,folclor afrocolombiano,Latin
2513,rockabilly en espanol,Latin
2514,neo-psicodelia brasileira,Latin
2515,rondalla,Latin
2516,neotango,Latin
2517,rumba,Latin
2518,flamenco guitar,Latin
2519,cantautor,Latin
2520,flamenco fusion,Latin
2521,salay,Latin
2522,finnish tango,Latin
2523,salsa choke,Latin
2524,euroska,Latin
2525,salsa cristiana,Latin
2526,esperanto,Latin
2527,salsa international,Latin
2528,norwegian hardcore,Latin
2529,salsa puertorriquena,Latin
2530,nova canco,Latin
2531,salsa urbana,Latin
2532,emo mexicano,Latin
2533,brazilian ska,Latin
2534,nova musica carioca,Latin
2535,samba moderno,Latin
2536,nova musica paulista,Latin
2537,samba reggae,Latin
2538,nova musica pernambucana,Latin
2539,sambass,Latin
2540,novo rock gaucho,Latin
2541,brazilian percussion,Latin
2542,nu-cumbia,Latin
2543,sevilla indie,Latin
2544,nueva cancion,Latin
2545,shatta,Latin
2546,nueva musica mexicana,Latin
2547,brazilian gospel,Latin
2548,nueva ola chilena,Latin
2549,ska argentino,Latin
2550,nueva ola peruana,Latin
2551,ska chileno,Latin
2552,electronica argentina,Latin
2553,ska mexicano,Latin
2554,nueva trova chilena,Latin
2555,son cubano clasico,Latin
2556,nuevo flamenco,Latin
2557,sonora indie,Latin
2558,nuevo folklore argentino,Latin
2559,brass band brasileiro,Latin
2560,nuevo folklore mexicano,Latin
2561,spanish post-punk,Latin
2562,nuevo tango,Latin
2563,spanish punk,Latin
2564,oaxaca indie,Latin
2565,street punk espanol,Latin
2566,orquesta cubana,Latin
2567,boogaloo,Latin
2568,orquesta tipica,Latin
2569,tamborazo,Latin
2570,orquesta tropical,Latin
2571,tango cancion,Latin
2572,orquestas de galicia,Latin
2573,bolero mexicano,Latin
2574,drill espanol,Latin
2575,tijuana indie,Latin
2576,disney portugues brasil,Latin
2577,blues mexicano,Latin
2578,panamanian indie,Latin
2579,trap boricua,Latin
2580,papuri,Latin
2581,blues latinoamericano,Latin
2582,partido alto,Latin
2583,bloco,Latin
2584,disney espanol,Latin
2585,trap italiana,Latin
2586,perreo,Latin
2587,bandoneon,Latin
2588,peruvian indie,Latin
2589,banda peruana,Latin
2590,dembow dominicano,Latin
2591,trio cubano,Latin
2592,piano mpb,Latin
2593,trombone brasileiro,Latin
2594,polka nortena,Latin
2595,tropical alternativo,Latin
2596,deep norteno,Latin
2597,baja indie,Latin
2598,deep latin alternative,Latin
2599,baiao,Latin
2600,deep happy hardcore,Latin
2601,bachata dominicana,Latin
2602,dark electro-industrial,Latin
2603,umbanda,Latin
2604,pop electronico,Latin
2605,arpa grande,Latin
2606,pop flamenco,Latin
2607,argentine hardcore,Latin
2608,danzon,Latin
2609,aggro chileno,Latin
2610,dancehall colombiano,Latin
2611,vanuatu music,Latin
2612,cumbia villera,Latin
2613,venezuelan indie,Latin
2614,cumbia uruguaya,Latin
2615,afrofuturismo brasileiro,Latin
2616,cumbia surena,Latin
2617,afro-cuban percussion,Latin
2618,cumbia sonorense,Latin
2619,violao,Latin
2620,indie michoacano,Latin
2621,zouk riddim,Latin
2622,musica chihuahuense,Latin
2623,Rock,Rock
2624,rock,Rock
2625,classic rock,Rock
2626,soft rock,Rock
2627,permanent wave,Rock
2628,mellow gold,Rock
2629,pop rock,Rock
2630,white noise,Rock
2631,latin rock,Rock
2632,new wave,Rock
2633,new romantic,Rock
2634,pop punk,Rock
2635,indie,Rock
2636,j-rock,Rock
2637,indonesian indie,Rock
2638,emo,Rock
2639,hard rock,Rock
2640,argentine rock,Rock
2641,modern rock,Rock
2642,folk rock,Rock
2643,alternative rock,Rock
2644,album rock,Rock
2645,punk,Rock
2646,indorock,Rock
2647,country rock,Rock
2648,hindi indie,Rock
2649,mexican rock,Rock
2650,shoegaze,Rock
2651,pinoy rock,Rock
2652,anatolian rock,Rock
2653,post-hardcore,Rock
2654,indian indie,Rock
2655,ska,Rock
2656,indie rock,Rock
2657,modern alternative rock,Rock
2658,glam rock,Rock
2659,brazilian rock,Rock
2660,blues rock,Rock
2661,post-punk,Rock
2662,thai rock,Rock
2663,lo-fi,Rock
2664,midwest emo,Rock
2665,yacht rock,Rock
2666,christian rock,Rock
2667,neue deutsche welle,Rock
2668,christian alternative rock,Rock
2669,rock and roll,Rock
2670,surf rock,Rock
2671,rock-and-roll,Rock
2672,psychedelic rock,Rock
2673,southern rock,Rock
2674,garage rock,Rock
2675,progressive rock,Rock
2676,rocksteady,Rock
2677,art rock,Rock
2678,math rock,Rock
2679,rockabilly,Rock
2680,australian rock,Rock
2681,proto-punk,Rock
2682,cold wave,Rock
2683,lovers rock,Rock
2684,roots rock,Rock
2685,chinese rock,Rock
2686,reggae rock,Rock
2687,finnish rock,Rock
2688,symphonic rock,Rock
2689,celtic rock,Rock
2690,grunge,Rock
2691,industrial,Rock
2692,electroclash,Rock
2693,chillwave,Rock
2694,honky tonk,Rock
2695,k-rock,Rock
2696,industrial rock,Rock
2697,deathrock,Rock
2698,modern folk rock,Rock
2699,madchester,Rock
2700,funk rock,Rock
2701,emocore,Rock
2702,stoner rock,Rock
2703,classic canadian rock,Rock
2704,post-rock,Rock
2705,levenslied,Rock
2706,acid rock,Rock
2707,turkish rock,Rock
2708,space rock,Rock
2709,alternative dance,Rock
2710,electronic rock,Rock
2711,arena rock,Rock
2712,noise rock,Rock
2713,english indie rock,Rock
2714,piano rock,Rock
2715,indie garage rock,Rock
2716,rap rock,Rock
2717,polish rock,Rock
2718,russian rock,Rock
2719,gymcore,Rock
2720,bisrock,Rock
2721,new rave,Rock
2722,ukrainian rock,Rock
2723,psychobilly,Rock
2724,merseybeat,Rock
2725,british invasion,Rock
2726,indie punk,Rock
2727,crank wave,Rock
2728,yugoslav rock,Rock
2729,experimental,Rock
2730,swedish alternative rock,Rock
2731,canadian rock,Rock
2732,pixie,Rock
2733,spanish rock,Rock
2734,czech rock,Rock
2735,krautrock,Rock
2736,small room,Rock
2737,classic russian rock,Rock
2738,hungarian rock,Rock
2739,bubblegrunge,Rock
2740,australian alternative rock,Rock
2741,indie surf,Rock
2742,acoustic rock,Rock
2743,czech pop rock,Rock
2744,israeli rock,Rock
2745,post-screamo,Rock
2746,canadian indie,Rock
2747,belgian rock,Rock
2748,irish rock,Rock
2749,deutschrock,Rock
2750,turkish alternative rock,Rock
2751,novelty,Rock
2752,british alternative rock,Rock
2753,thai indie rock,Rock
2754,euskal rock,Rock
2755,lo-fi indie,Rock
2756,nyc indie rock,Rock
2757,belgian indie,Rock
2758,british indie rock,Rock
2759,croatian rock,Rock
2760,riot grrrl,Rock
2761,portuguese rock,Rock
2762,brooklyn indie,Rock
2763,italian pop rock,Rock
2764,indie rockism,Rock
2765,kiwi rock,Rock
2766,spanish modern rock,Rock
2767,philly indie,Rock
2768,chicago indie,Rock
2769,solo wave,Rock
2770,modern j-rock,Rock
2771,spanish pop rock,Rock
2772,romanian rock,Rock
2773,classic hungarian rock,Rock
2774,modern hard rock,Rock
2775,icelandic rock,Rock
2776,boston rock,Rock
2777,polish alternative rock,Rock
2778,new jersey indie,Rock
2779,rock quebecois,Rock
2780,britpop revival,Rock
2781,rock independant francais,Rock
2782,scottish rock,Rock
2783,wrock,Rock
2784,russian alternative rock,Rock
2785,bay area indie,Rock
2786,modern country rock,Rock
2787,african rock,Rock
2788,alternative pop rock,Rock
2789,canadian indie rock,Rock
2790,brighton indie,Rock
2791,kurdish rock,Rock
2792,seattle indie,Rock
2793,swedish indie rock,Rock
2794,tagalog worship,Rock
2795,danish alternative rock,Rock
2796,quebec indie,Rock
2797,magyar mulatos,Rock
2798,south african rock,Rock
2799,brisbane indie,Rock
2800,australian indie rock,Rock
2801,boston indie,Rock
2802,albanian rock,Rock
2803,bristol indie,Rock
2804,vancouver indie,Rock
2805,punk rock,Rock
2806,manchester indie,Rock
2807,bulgarian rock,Rock
2808,swiss rock,Rock
2809,london indie,Rock
2810,electrofox,Rock
2811,connecticut indie,Rock
2812,atlanta indie,Rock
2813,oxford indie,Rock
2814,oakland indie,Rock
2815,scottish indie rock,Rock
2816,queercore,Rock
2817,kindie rock,Rock
2818,alternative roots rock,Rock
2819,peruvian rock,Rock
2820,minneapolis indie,Rock
2821,athens indie,Rock
2822,munich indie,Rock
2823,miami indie,Rock
2824,indie rock italiano,Rock
2825,nottingham indie,Rock
2826,estonian rock,Rock
2827,lithuanian rock,Rock
2828,portland indie,Rock
2829,toronto indie,Rock
2830,hamburg indie,Rock
2831,venezuelan rock,Rock
2832,german indie rock,Rock
2833,diy emo,Rock
2834,melbourne indie,Rock
2835,persian rock,Rock
2836,baltimore indie,Rock
2837,perth indie,Rock
2838,detroit indie,Rock
2839,russian folk rock,Rock
2840,auckland indie,Rock
2841,olympia wa indie,Rock
2842,irish indie rock,Rock
2843,nz indie,Rock
2844,nwocr,Rock
2845,kent indie,Rock
2846,telugu worship,Rock
2847,danish indie,Rock
2848,dutch indie rock,Rock
2849,victoria bc indie,Rock
2850,outsider,Rock
2851,polish indie rock,Rock
2852,birmingham indie,Rock
2853,phoenix indie,Rock
2854,belgian indie rock,Rock
2855,slovenian rock,Rock
2856,welsh rock,Rock
2857,gbvfi,Rock
2858,spanish folk rock,Rock
2859,welsh indie,Rock
2860,liverpool indie,Rock
2861,ghent indie,Rock
2862,dublin indie,Rock
2863,scottish indie,Rock
2864,halifax indie,Rock
2865,cincinnati indie,Rock
2866,omaha indie,Rock
2867,pittsburgh indie,Rock
2868,austin rock,Rock
2869,devon indie,Rock
2870,new orleans indie,Rock
2871,sheffield indie,Rock
2872,louisville indie,Rock
2873,rhode island indie,Rock
2874,sydney indie,Rock
2875,leeds indie,Rock
2876,indie rock peruano,Rock
2877,asbury park indie,Rock
2878,portuguese indie rock,Rock
2879,dc indie,Rock
2880,christchurch indie,Rock
2881,cambridgeshire indie,Rock
2882,northern irish indie,Rock
2883,bern indie,Rock
2884,trop rock,Rock
2885,latvian rock,Rock
2886,calgary indie,Rock
2887,glasgow indie,Rock
2888,denver indie,Rock
2889,rva indie,Rock
2890,spanish indie rock,Rock
2891,synth punk,Rock
2892,east anglia indie,Rock
2893,idol rock,Rock
2894,serbian alternative rock,Rock
2895,kc indie,Rock
2896,buffalo ny indie,Rock
2897,action rock,Rock
2898,adelaide indie,Rock
2899,scottish hush,Rock
2900,western mass indie,Rock
2901,cardiff indie,Rock
2902,argentine indie rock,Rock
2903,orgcore,Rock
2904,croatian indie,Rock
2905,brazilian indie rock,Rock
2906,bolivian rock,Rock
2907,australian shoegaze,Rock
2908,idaho indie,Rock
2909,chicago pop punk,Rock
2910,new brunswick indie,Rock
2911,slovak indie,Rock
2912,lawrence ks indie,Rock
2913,c64,Rock
2914,greek indie rock,Rock
2915,polish prog,Rock
2916,power electronics,Rock
2917,traditional rockabilly,Rock
2918,deep christian rock,Rock
2919,cinematic post-rock,Rock
2920,swedish emo,Rock
2921,german pop rock,Rock
2922,rock keyboard,Rock
2923,german post-punk,Rock
2924,h8000,Rock
2925,guam indie,Rock
2926,grungegaze,Rock
2927,grunge revival,Rock
2928,punk 'n' roll,Rock
2929,german hard rock,Rock
2930,rochester ny indie,Rock
2931,belfast indie,Rock
2932,rock sergipano,Rock
2933,hard stoner rock,Rock
2934,german post-rock,Rock
2935,hawaiian punk,Rock
2936,canadian post-hardcore,Rock
2937,heartland rock,Rock
2938,vancouver punk,Rock
2939,heavy gothic rock,Rock
2940,pittsburgh indie rock,Rock
2941,belarusian rock,Rock
2942,portuguese post-rock,Rock
2943,hong kong rock,Rock
2944,psychedelic blues-rock,Rock
2945,beat italiano,Rock
2946,cork indie,Rock
2947,horror punk,Rock
2948,rock campineiro,Rock
2949,hull indie,Rock
2950,rock paraense,Rock
2951,slacker rock,Rock
2952,rotterdam indie,Rock
2953,spanish progressive rock,Rock
2954,german alternative rock,Rock
2955,greek rock,Rock
2956,chicago hardcore,Rock
2957,hyper-rock,Rock
2958,suomi rock,Rock
2959,icelandic post-punk,Rock
2960,swedish rock-and-roll,Rock
2961,georgian rock,Rock
2962,c86,Rock
2963,graz indie,Rock
2964,uk diy punk,Rock
2965,geek rock,Rock
2966,warrington indie,Rock
2967,belgian new wave,Rock
2968,pinoy indie rock,Rock
2969,indian instrumental rock,Rock
2970,polish hardcore,Rock
2971,indian rock,Rock
2972,german prog,Rock
2973,indiana indie,Rock
2974,dance rock,Rock
2975,bath indie,Rock
2976,anthem emo,Rock
2977,indie catracho,Rock
2978,german punk,Rock
2979,indie emo,Rock
2980,cosmic post-rock,Rock
2981,indie emo rock,Rock
2982,comedy rock,Rock
2983,galician rock,Rock
2984,american post-punk,Rock
2985,indie pop rock,Rock
2986,rock gotico,Rock
2987,indie psychedelic rock,Rock
2988,rock nacional feminino,Rock
2989,gainesville indie,Rock
2990,rock potiguar,Rock
2991,bangladeshi rock,Rock
2992,ambient guitar,Rock
2993,future rock,Rock
2994,russian post-punk,Rock
2995,french stoner rock,Rock
2996,sardinia indie,Rock
2997,french rock,Rock
2998,chinese indie rock,Rock
2999,indie shoegaze,Rock
3000,greek punk,Rock
3001,french post-rock,Rock
3002,german stoner rock,Rock
3003,indonesian alternative rock,Rock
3004,spanish stoner rock,Rock
3005,bangalore indie,Rock
